BusinessEntityID,PersonType,NameStyle,Title,FirstName,MiddleName,LastName,Suffix,EmailPromotion,AdditionalContactInfo,Demographics,rowguid,ModifiedDate
589,SC,0,Mr.,David,J.,Byrnes,Sr.,1,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",A8579A7F-2D79-41A2-979E-B2A1EE81DFA0,00:00.0
591,SC,0,Mr.,Ryan,,Calafato,,1,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",C52CD03A-8653-472C-AE2E-5490A2590D75,00:00.0
593,SC,0,Ms.,Sylvia,A.,Caldwell,,1,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",C65DCD1D-FBCA-4CBF-8FFB-2B2F50991691,00:00.0
595,SC,0,Ms.,Mari,B.,Caldwell,,2,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",CAD9AED3-9D15-4494-9AAC-AC66B8AD65A0,00:00.0
597,SC,0,Ms.,Barbara,J.,Calone,,0,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",99D918E9-0DE7-4E70-8DD4-AC98C4297792,00:00.0
599,SC,0,Ms.,Lindsey,R.,Camacho,,0,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",32E0B800-B5E8-4AAB-9394-BE1523A19B62,00:00.0
601,SC,0,Sr.,Gustavo,,Camargo,,0,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",CD476813-1A70-4DB4-8A1D-B26C02A1340C,00:00.0
603,SC,0,Ms.,DeeDee,J.,Cameron,,1,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",788034C8-39DD-4DE2-9ACA-A522E731DBB1,00:00.0
605,SC,0,Ms.,Deborah,M.,Lee,,0,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",3981DA23-757F-4715-8220-2E538DBAE568,00:00.0
607,SC,0,Ms.,Joan,M.,Campbell,,0,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",B0932973-C642-4B35-883B-03A5FE5AD44E,00:00.0
609,SC,0,Mr.,David,,Campbell,,2,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",B493CF71-F031-4B25-BDFE-20B3681DD4D3,00:00.0
611,SC,0,Mr.,Henry,L.,Campen,,2,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",6EFD9EDF-B06C-4530-9C5F-14054A8EEA90,00:00.0
613,SC,0,Mr.,Chris,,Cannon,,0,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",92ED161A-249A-4C74-B8F0-CC818FFBE12A,00:00.0
615,SC,0,Mr.,Joseph,J.,Cantoni,,0,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",E0EF5905-7AD2-4510-8ED9-9A207176689F,00:00.0
617,SC,0,Ms.,Suzana De Abreu,A.,Canuto,,2,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",CA9D7C75-44C1-4170-BFF8-E731974D2E3A,00:00.0
619,SC,0,Mr.,Jun,,Cao,,0,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",83877DF5-9A89-4A03-B1AA-0C78F9043E1B,00:00.0
621,SC,0,Mr.,Johnny,A.,Caprio,Jr.,0,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",F0278BEE-A86C-43A7-920C-58F5FD5F5175,00:00.0
623,SC,0,Mr.,Richard,,Carey,,1,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",F80F9900-7FCA-4A4A-A060-F180E0561679,00:00.0
625,SC,0,Mr.,Carlton,M.,Carlisle,,0,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",77656232-BDDE-4CBE-9E6F-B4261E32505E,00:00.0
627,SC,0,Mr.,Ty Loren,,Carlson,,0,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",2957170D-8AE7-4555-8EF7-0D9BFC87AF91,00:00.0
629,SC,0,Ms.,Jane,N.,Carmichael,,1,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",B5331048-01B4-448B-8F5D-6C0C6E9E3DB0,00:00.0
631,SC,0,Ms.,Jovita,A.,Carmody,,0,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",D39915B3-9EB7-4048-AEA2-E421107ADE58,00:00.0
633,SC,0,Mr.,Steve,J.,Carnes,,2,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",C4D75D81-A251-400D-ACD1-058B35339FA7,00:00.0
635,SC,0,Mr.,Fernando,,Caro,,1,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",F6BB29A1-54BA-4E7A-BB9C-470C780B35D8,00:00.0
637,SC,0,Mr.,Rob,,Caron,,0,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",40D427EE-D647-4E23-96B2-727869A910B2,00:00.0
639,SC,0,Mr.,Andy,,Carothers,,0,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",12AAD41F-CB14-47B4-8D5D-8AB4B403FB3E,00:00.0
641,SC,0,Ms.,Donna,F.,Carreras,,1,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",2820F4B0-135D-4387-A507-1F70A3505FB1,00:00.0
643,SC,0,Ms.,Rosmarie,J.,Carroll,,0,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",E1D657EF-68CB-4378-A676-2FCF67EBF8AB,00:00.0
645,SC,0,Mr.,Matthew,,Carroll,,0,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",60797E4A-461A-425F-8E11-02CCA751977C,00:00.0
647,SC,0,Mr.,Joseph,N.,Castellucio,,2,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",9A23E182-5BC7-44E4-800A-A1744AB449A4,00:00.0
649,SC,0,Ms.,Pamela,A.,Carlson,,2,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",D4ABC852-2033-4C47-B3C0-32CDEB6F33D0,00:00.0
651,SC,0,Mr.,Raul,E.,Casts,,0,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",431227C0-A31B-4D91-A43F-84F490715059,00:00.0
653,SC,0,Ms.,Elizabeth,E.,Catalano,,0,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",5963C3DB-BE38-45BA-BDFD-DA1D61300206,00:00.0
655,SC,0,Mr.,Matthew,J.,Cavallari,,0,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",D388A69D-A6AF-42AC-9597-7CFAF0501475,00:00.0
657,SC,0,Ms.,Brigid,F.,Cavendish,,1,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",56F7C46E-39F8-48BD-8708-0CB77475BCAB,00:00.0
659,SC,0,Mr.,Andrew,,Cencini,,0,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",9B80DBEE-6A75-45F5-84DC-10C3EF6FF808,00:00.0
661,SC,0,Ms.,Stacey,M.,Cereghino,,1,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",55F9D6D3-43D7-44C1-9B1A-1A398CF3BE4A,00:00.0
663,SC,0,Mr.,Baris,,Cetinok,,1,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",46F7CCCA-DC1B-4AD4-8DAB-1212DB19F7F2,00:00.0
665,SC,0,Mr.,Sean,,Chai,,0,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",EF57D74A-6847-447D-864B-740B8E241627,00:00.0
667,SC,0,Mr.,Pat,A.,Chambers,,0,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",F219DAEF-4372-4E5B-A9EF-60B56240EBD7,00:00.0
669,SC,0,Mr.,Forrest,J.,Chandler,,1,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",486D5868-CEA6-470D-B41D-CBB2CC8046E8,00:00.0
671,SC,0,Mr.,Lee,J.,Chapla,,2,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",FE1AB8DB-A700-4D29-AEC7-B555D38EA840,00:00.0
673,SC,0,Mr.,Greg,,Chapman,,0,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",DF20285D-EC36-438A-B3B2-46D088FDFBC7,00:00.0
675,SC,0,Mr.,Neil,,Charney,,2,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",9A5AFDCA-413A-45E3-B8CD-5C3DB6BE90C6,00:00.0
677,SC,0,Mr.,Hao,,Chen,,1,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",5CA4A02B-3327-4BEE-B698-30DD5CDFB5BA,00:00.0
679,SC,0,Mr.,John,Y.,Chen,,1,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",D6E4BD36-001D-4286-BEC4-634E1886CBDE,00:00.0
681,SC,0,Mr.,Pei,,Chow,,0,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",3989A851-C05D-4F53-98E0-B73650ACB2B0,00:00.0
683,SC,0,Mr.,Yao-Qiang,,Cheng,,1,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",58FE206C-79F0-4F45-8394-6BF7BF5B2D4C,00:00.0
685,SC,0,Ms.,Nicky,E.,Chesnut,,2,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",8AC42F96-E03E-44CD-98F2-9CE548963D75,00:00.0
687,SC,0,Ms.,Susan,B.,Chestnut,,0,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",3FE0425A-9682-4089-9986-62E5C16B403A,00:00.0
689,SC,0,Mr.,Martin,,Chisholm,,0,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",815C70E3-011E-4D90-9F32-0CC64609A472,00:00.0
691,SC,0,Mr.,Mike,M.,Choi,,0,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",DBB26B94-07C5-435F-9FC2-6EC971F9B986,00:00.0
693,SC,0,Ms.,Ruth,A.,Choin,,0,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",8F1BE194-D9BE-45D3-BD00-53291893B45B,00:00.0
695,SC,0,Mr.,Anthony,,Chor,,1,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",C84289C0-F96E-445E-9912-293027DD5279,00:00.0
697,SC,0,Mr.,Charles,M.,Christensen,,2,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",3A2D4953-5D05-4949-9499-A68A8C63B478,00:00.0
699,SC,0,Ms.,Jill,J.,Christie,,0,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",99E89D47-4587-4834-9C2E-73CBA6B3BB5B,00:00.0
701,SC,0,Ms.,Alice,,Clark,,1,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",8C3BAD59-0A4B-4981-96E3-3AA82CA63DF7,00:00.0
703,SC,0,Ms.,Gina,N.,Clark,,2,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",2AFFCF46-56CF-4941-9FFA-C43C42F86AC0,00:00.0
705,SC,0,Mr.,James,J.,Clark,,2,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",74FE7967-D8BF-4A1C-A685-A79A5242CB02,00:00.0
707,SC,0,Ms.,Jane,,Clayton,,0,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",22A626D6-0E68-4D1F-9388-436AA774DA0C,00:00.0
709,SC,0,Ms.,Kristine,J.,Cleary,,2,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",4EE9E5D6-F899-4277-83DB-0C638875F277,00:00.0
711,SC,0,Ms.,Teanna,M.,Cobb,,2,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",5E07B7BB-6EC5-480E-9392-D828D6651AE8,00:00.0
713,SC,0,Ms.,Connie,L.,Coffman,,0,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",B71DF301-3AE6-4544-B113-10A360A4C021,00:00.0
715,SC,0,Ms.,Jeanette,R.,Cole,,2,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",4A48A3F0-FE92-4490-988C-B1F95E3A8F2B,00:00.0
717,SC,0,Mr.,Eric,E.,Coleman,,0,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",5254BEF7-B51A-4ABC-BEE2-6EE46FEFEE03,00:00.0
719,SC,0,Mr.,Pat,,Coleman,,0,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",E9F5B558-CB09-4212-9A9D-6B87E1D82AEF,00:00.0
721,SC,0,Mr.,Takiko,J.,Collins,,0,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",0D7BFDFC-F7CD-444B-95F1-9304059795A8,00:00.0
723,SC,0,Mr.,John,L.,Colon,,0,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",23030320-BA4C-47BA-A202-1D241D26EB83,00:00.0
725,SC,0,Mr.,Scott,A.,Colvin,,2,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",34E39986-605E-494B-8BFB-0126446141BF,00:00.0
727,SC,0,Mr.,Aaron,,Con,,0,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",8FAED624-34E1-4E5E-88E6-D59320E67AC4,00:00.0
729,SC,0,Mr.,Peter,,Connelly,,0,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",9258DC85-D106-4833-B157-01F7002876EF,00:00.0
731,SC,0,Mr.,William,J.,Conner,,0,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",A26C02DE-1268-44A3-8E34-3AFC37D7331A,00:00.0
733,SC,0,Ms.,Stephanie,,Conroy,,0,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",99849527-310E-4F39-AF11-B95525F959CC,00:00.0
735,SC,0,Ms.,Amy,R.,Consentino,,0,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",69772008-1512-4370-8F77-4C5D5C316DBA,00:00.0
737,SC,0,Ms.,Dorothy,J.,Contreras,,0,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",71F2130C-84FF-4DF5-B5A2-73C6A95D1848,00:00.0
739,SC,0,Mr.,Patrick,M.,Cook,,0,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",57D91698-A060-4F4D-99E0-22B015350C88,00:00.0
741,SC,0,Mr.,Scott,,Cooper,,0,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",51B4D79C-C098-4422-B570-7BE3CA0C8FCF,00:00.0
743,SC,0,Ms.,Eva,,Corets,,1,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",FC24E5A2-5AA5-430E-B661-F4EE9D52029B,00:00.0
745,SC,0,Mr.,Marlin,M.,Coriell,,0,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",0F2B7C68-4D2D-43E9-8A4A-D1B31108C6C1,00:00.0
747,SC,0,Mr.,Ryan,,Cornelsen,,2,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",3A076391-3EBB-4B38-BDFE-05DF6543081A,00:00.0
749,SC,0,Mr.,Bruno,,Costa Da Silva,,1,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",06ADA335-52F1-4128-BA4B-F9920740E80A,00:00.0
751,SC,0,Ms.,Pamela,R.,Cox,,1,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",9874D04F-EEED-4BBC-B78C-BBBC2482C677,00:00.0
753,SC,0,Mr.,Jack,,Creasey,,2,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",7403B4C0-AFF2-428E-8593-7E566E2472AA,00:00.0
755,SC,0,Ms.,Sharon,A.,Crow,,2,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",DE44A5AC-CCFC-4A2C-B48C-9915CC450511,00:00.0
757,SC,0,Ms.,Shelley,R.,Crow,,0,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",31E2DF54-57BB-4902-82B9-4C0C5D6FDB47,00:00.0
759,SC,0,Mr.,Grant,,Culbertson,,0,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",D9025B48-F8A9-4D83-9837-C362D8D822D3,00:00.0
761,SC,0,Mr.,Scott,,Culp,,0,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",FDB8A700-3D5E-4D44-8DF4-EA4D5497BABB,00:00.0
763,SC,0,Mr.,Conor,,Cunningham,,0,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",5B22508A-224A-424C-9C79-30A87895C6A1,00:00.0
765,SC,0,Mr.,Jose,M.,Curry,,0,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",820EC1B0-EFB7-4363-8E9E-AB4DF5387E0B,00:00.0
767,SC,0,Mr.,Thierry,,D'Hers,,0,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",83C2BA9B-7197-4CE5-89D8-BFCAB7534672,00:00.0
